Facility Name,Latitude,Longitude,Geometry,Sectors_Industry_Type,Total reported direct emissions
Intersil Corporation,28.03028,-80.60138,"{""type"":""Point"",""coordinates"":[-80.60138,28.03028]}",Other,16353.301167
Inver Hills Generating Plant,44.781,-93.042,"{""type"":""Point"",""coordinates"":[-93.042,44.781]}",Power Plants,7558.262
Ironhorse Complex Gas Plant,40.036269,-109.45371,"{""type"":""Point"",""coordinates"":[-109.45371,40.036269]}",Petroleum and Natural Gas Systems,131472.512
"Ironside Energy, LLC",41.65966,-87.46603,"{""type"":""Point"",""coordinates"":[-87.46603,41.65966]}",Power Plants,396797.614
"Ironwood, LLC",40.3509,-76.3658,"{""type"":""Point"",""coordinates"":[-76.3658,40.3509]}",Power Plants,2037808.848
Iroquois Bio Energy Company,40.933056,-87.067222,"{""type"":""Point"",""coordinates"":[-87.067222,40.933056]}","Other,Waste",68340.792
"Irving Tissue, Inc. Fort Edward Facility",43.268056,-73.592389,"{""type"":""Point"",""coordinates"":[-73.592389,43.268056]}",Pulp and Paper,29727.688
Irvington Generating Station,32.16,-110.9047,"{""type"":""Point"",""coordinates"":[-110.9047,32.16]}",Power Plants,591218.886
Ivanpah Solar Electric Generating Facility,35.556742,-115.470514,"{""type"":""Point"",""coordinates"":[-115.470514,35.556742]}",Power Plants,68730.944
Ivy Material Utilization Center,38.02527,-78.65376,"{""type"":""Point"",""coordinates"":[-78.65376,38.02527]}",Waste,19681.25
J BAR J LANDFILL,41.056436,-101.576715,"{""type"":""Point"",""coordinates"":[-101.576715,41.056436]}",Waste,59170.4
J D Kennedy,30.3644,-81.6236,"{""type"":""Point"",""coordinates"":[-81.6236,30.3644]}",Power Plants,17970.132
J E Corette,45.7747,-108.4803,"{""type"":""Point"",""coordinates"":[-108.4803,45.7747]}",Power Plants,167310.8
J H Campbell,42.9103,-86.2036,"{""type"":""Point"",""coordinates"":[-86.2036,42.9103]}",Power Plants,8900893.432
J K Spruce,29.3091,-98.3205,"{""type"":""Point"",""coordinates"":[-98.3205,29.3091]}",Power Plants,4715886.078919862
J M Stuart,38.6361,-83.6939,"{""type"":""Point"",""coordinates"":[-83.6939,38.6361]}",Power Plants,9814380.254
J P Madgett,44.3026,-91.9126,"{""type"":""Point"",""coordinates"":[-91.9126,44.3026]}",Power Plants,1707898.822
J R Kelly,29.6467,-82.3219,"{""type"":""Point"",""coordinates"":[-82.3219,29.6467]}",Power Plants,241445.156
J R SIMPLOT CO,46.837778,-119.176389,"{""type"":""Point"",""coordinates"":[-119.176389,46.837778]}","Other,Waste",87686.378
J R SIMPLOT COMPANY,36.551156,-120.113717,"{""type"":""Point"",""coordinates"":[-120.113717,36.551156]}",Chemicals,18703.27
J R Whiting,41.7917,-83.4486,"{""type"":""Point"",""coordinates"":[-83.4486,41.7917]}",Power Plants,1917971.682
J Robert Massengale Generating Station,33.6039,-101.8408,"{""type"":""Point"",""coordinates"":[-101.8408,33.6039]}",Power Plants,17666.284
J T Deely,29.3072,-98.3228,"{""type"":""Point"",""coordinates"":[-98.3228,29.3072]}",Power Plants,3539796.9951982
J. C. Elliott Landfill and Transfer Station,27.703602,-97.447277,"{""type"":""Point"",""coordinates"":[-97.447277,27.703602]}",Waste,87434.25
J. R. Simplot Co.,47.131732,-119.18926,"{""type"":""Point"",""coordinates"":[-119.18926,47.131732]}","Other,Waste",40927.71
J.B. Sims Generation Station,43.071111,-86.233889,"{""type"":""Point"",""coordinates"":[-86.233889,43.071111]}",Power Plants,410540.128
J.E.D. SOLID WASTE MANAGEMENT FACILITY,28.04932,-81.05266,"{""type"":""Point"",""coordinates"":[-81.05266,28.04932]}",Waste,765639.998
J.G. Boswell Tomato Company Kern LLC,35.39892,-119.41218,"{""type"":""Point"",""coordinates"":[-119.41218,35.39892]}",Other,38114.156
J.G. Boswell Tomato Company Kings LLC,36.066559,-119.571981,"{""type"":""Point"",""coordinates"":[-119.571981,36.066559]}",Other,34124.072
J.M. HUBER CORPORATION,35.273951,-84.536654,"{""type"":""Point"",""coordinates"":[-84.536654,35.273951]}",Chemicals,11930.102
J.M. Shafer Generating Station,40.0979,-104.7745,"{""type"":""Point"",""coordinates"":[-104.7745,40.0979]}",Power Plants,339262.092
J.R. Simplot Company,47.933611,-97.0825,"{""type"":""Point"",""coordinates"":[-97.0825,47.933611]}","Other,Waste",39135.818
JACKALOPE TREATER,27.2567,-98.9001,"{""type"":""Point"",""coordinates"":[-98.9001,27.2567]}",Petroleum and Natural Gas Systems,81437.434
JAL #3 GAS PLANT,32.1742,-103.1741,"{""type"":""Point"",""coordinates"":[-103.1741,32.1742]}","Injection of CO2,Petroleum and Natural Gas Systems",198505.752
"JAMES HARDIE BUILDING PRODUCTS, INC. (CLEB)",32.40348,-97.40693,"{""type"":""Point"",""coordinates"":[-97.40693,32.40348]}",Minerals,32337.528
"JAMES HARDIE BUILDING PRODUCTS, INC. (PERU)",41.372514,-89.138584,"{""type"":""Point"",""coordinates"":[-89.138584,41.372514]}",Minerals,30386.036
JANESVILLE CITY/ROCK COUNTY LANDFILL,42.70278,-89.02361,"{""type"":""Point"",""coordinates"":[-89.02361,42.70278]}",Waste,102668
JASPER MUNICIPAL ELECTRIC UTILITY,38.40068,-86.91442,"{""type"":""Point"",""coordinates"":[-86.91442,38.40068]}",Power Plants,0
JAY COUNTY LANDFILL,40.380206,-85.091221,"{""type"":""Point"",""coordinates"":[-85.091221,40.380206]}",Waste,47185.698
"JBS SOUDERTON, INC. - RENDERING FACILITY",40.283058,-75.341965,"{""type"":""Point"",""coordinates"":[-75.341965,40.283058]}","Other,Waste",11004.334
JBS SWIFT,42.054417,-92.897944,"{""type"":""Point"",""coordinates"":[-92.897944,42.054417]}","Other,Waste",40467.666
JBS Swift Beef Company - Greeley Plant,40.44278,-104.69233,"{""type"":""Point"",""coordinates"":[-104.69233,40.44278]}",Other,55182.892
JBS/Swift Pork Company,39.993819,-90.404825,"{""type"":""Point"",""coordinates"":[-90.404825,39.993819]}","Other,Waste",41300.632
JC Bell Compressor Station,32.545644,-97.438735,"{""type"":""Point"",""coordinates"":[-97.438735,32.545644]}",Petroleum and Natural Gas Systems,25741.552
JEFFERSON CITY LANDFILL,38.545528,-92.104583,"{""type"":""Point"",""coordinates"":[-92.104583,38.545528]}",Waste,30034.848
JEFFERSON COUNTY LANDFILL,34.339528,-92.185611,"{""type"":""Point"",""coordinates"":[-92.185611,34.339528]}",Waste,41074.25
JEFFERSON DAVIS PARISH LANDFILL,30.27081,-92.86694,"{""type"":""Point"",""coordinates"":[-92.86694,30.27081]}",Waste,79295
JEFFERSON PARISH SANITARY LANDFILL,29.914373,-90.263967,"{""type"":""Point"",""coordinates"":[-90.263967,29.914373]}",Waste,56865.898
"JELD-WEN, inc.",41.762505,-76.417843,"{""type"":""Point"",""coordinates"":[-76.417843,41.762505]}","Other,Waste",44756.04
JERRITT CANYON MINE,41.40332,-115.910116,"{""type"":""Point"",""coordinates"":[-115.910116,41.40332]}",Other,47685.462
"JESSOP STEEL, LLC WASHINGTON FACILITY",40.171111,-80.291667,"{""type"":""Point"",""coordinates"":[-80.291667,40.171111]}",Metals,30416.336
JEWEL ACQUISITION MIDLAND FAC,40.63155,-80.45252,"{""type"":""Point"",""coordinates"":[-80.45252,40.63155]}",Metals,63636.408
JEWELL COAL & COKE,37.23434,-82.03706,"{""type"":""Point"",""coordinates"":[-82.03706,37.23434]}",Metals,527418.696
JIM BEAM BRANDS COMPANY,37.92905,-85.652687,"{""type"":""Point"",""coordinates"":[-85.652687,37.92905]}",Other,38294.948
JIM BEAM BRANDS COMPANY,37.807747,-85.687444,"{""type"":""Point"",""coordinates"":[-85.687444,37.807747]}",Other,44862.246
JOHN DEERE DUBUQUE WORKS,42.565347,-90.68886,"{""type"":""Point"",""coordinates"":[-90.68886,42.565347]}",Other,21386.066
JOHN DEERE FNDRY WATERLOO,42.503295,-92.35425,"{""type"":""Point"",""coordinates"":[-92.35425,42.503295]}",Other,42124.088
JOHN DEERE HARVESTER WORKS,41.52529,-90.43609,"{""type"":""Point"",""coordinates"":[-90.43609,41.52529]}",Other,26057.09
JOHN SMITH ROAD CLASS III LANDFILL,36.8249,-121.3236,"{""type"":""Point"",""coordinates"":[-121.3236,36.8249]}",Waste,19401.5
JOHNS HOPKINS - HOMEWOOD CAMPUS,39.32914,-76.61791,"{""type"":""Point"",""coordinates"":[-76.61791,39.32914]}",Other,32683.824
JOHNS MANVILLE,35.372442,-84.510599,"{""type"":""Point"",""coordinates"":[-84.510599,35.372442]}",Minerals,83378.788
JOHNS MANVILLE,41.53034,-83.70679,"{""type"":""Point"",""coordinates"":[-83.70679,41.53034]}",Minerals,68938.596
JOHNS MANVILLE,41.49731,-88.13596,"{""type"":""Point"",""coordinates"":[-88.13596,41.49731]}",Other,15319.692
JOHNS MANVILLE INTERNATIONAL INC PLANT NO 8,41.3044,-84.3393,"{""type"":""Point"",""coordinates"":[-84.3393,41.3044]}",Minerals,37988.16
JOHNS MANVILLE PLANT NO 2,41.2859,-84.3648,"{""type"":""Point"",""coordinates"":[-84.3648,41.2859]}",Minerals,44485.444
JOHNSON CANYON SANITARY LANDFILL,36.51552,-121.4342,"{""type"":""Point"",""coordinates"":[-121.4342,36.51552]}",Waste,42685.25
JOHNSTON COUNTY MSW LANDFILL,35.511016,-78.429316,"{""type"":""Point"",""coordinates"":[-78.429316,35.511016]}",Waste,59490.25
JR SIMPLOT COMPANY - FOOD GROUP,43.669649,-116.745134,"{""type"":""Point"",""coordinates"":[-116.745134,43.669649]}","Other,Waste",56981.392
JR SIMPLOT COMPANY DON SIDING COMPLEX,42.9089,-112.5239,"{""type"":""Point"",""coordinates"":[-112.5239,42.9089]}",Chemicals,127037.416
JUNIPER RIDGE LANDFILL,44.980464,-68.724728,"{""type"":""Point"",""coordinates"":[-68.724728,44.980464]}",Waste,25920.75
JW Aluminum,32.703869,-80.031136,"{""type"":""Point"",""coordinates"":[-80.031136,32.703869]}",Metals,52337.252
JX NIPPON CHEMICAL TEXAS INC,29.608611,-95.051944,"{""type"":""Point"",""coordinates"":[-95.051944,29.608611]}",Chemicals,54346.096
Jack County Generation Facility,33.101,-97.9574,"{""type"":""Point"",""coordinates"":[-97.9574,33.101]}",Power Plants,2420960.328
Jack McDonough,33.8244,-84.475,"{""type"":""Point"",""coordinates"":[-84.475,33.8244]}",Power Plants,7060347.084
Jackrabbit Compressor Station,39.485628,-108.095435,"{""type"":""Point"",""coordinates"":[-108.095435,39.485628]}",Petroleum and Natural Gas Systems,22232.116
Jackson County Gas Plant,29.10769,-96.5409,"{""type"":""Point"",""coordinates"":[-96.5409,29.10769]}",Petroleum and Natural Gas Systems,226823.682
Jackson Generating Station,42.2488,-84.3767,"{""type"":""Point"",""coordinates"":[-84.3767,42.2488]}",Power Plants,526247.2
Jackson Madison County LF,35.58951,-88.876253,"{""type"":""Point"",""coordinates"":[-88.876253,35.58951]}",Waste,191149.5
Jacobi Medical Center,40.85541,-73.84685,"{""type"":""Point"",""coordinates"":[-73.84685,40.85541]}",Other,14915.274
James De Young,42.7956,-86.1133,"{""type"":""Point"",""coordinates"":[-86.1133,42.7956]}",Power Plants,114609.31
James H Miller Jr,33.6319,-87.0597,"{""type"":""Point"",""coordinates"":[-87.0597,33.6319]}",Power Plants,1.9247050048E7
James Lake Gas Plant,31.9636,-102.6018,"{""type"":""Point"",""coordinates"":[-102.6018,31.9636]}",Petroleum and Natural Gas Systems,53940.504
James River,37.1086,-93.2592,"{""type"":""Point"",""coordinates"":[-93.2592,37.1086]}",Power Plants,249271.832
James Valley Ethanol LLC dba POET Biorefining - Groton,45.453963,-98.137741,"{""type"":""Point"",""coordinates"":[-98.137741,45.453963]}",Other,91947.704
Jameson Gas Plant,32.0488,-100.6821,"{""type"":""Point"",""coordinates"":[-100.6821,32.0488]}","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",104049.698
Jaq Compressor Station,44.0066804139277,-106.098043787576,"{""type"":""Point"",""coordinates"":[-106.098043787576,44.0066804139277]}",Petroleum and Natural Gas Systems,19719.776
Jarvis Compressor Station,32.914208,-97.401489,"{""type"":""Point"",""coordinates"":[-97.401489,32.914208]}",Petroleum and Natural Gas Systems,66493.516
Jarvisville Compressor Station,39.239736,-80.467284,"{""type"":""Point"",""coordinates"":[-80.467284,39.239736]}",Petroleum and Natural Gas Systems,66895.148
Jasper County Generating Facility,32.3592,-81.1236,"{""type"":""Point"",""coordinates"":[-81.1236,32.3592]}",Power Plants,2115665.43
Javelina,27.812178,-97.443544,"{""type"":""Point"",""coordinates"":[-97.443544,27.812178]}","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",61743.814
Jefferies,33.2422,-79.9875,"{""type"":""Point"",""coordinates"":[-79.9875,33.2422]}",Power Plants,0
Jefferson Compressor Station,39.914927,-80.073618,"{""type"":""Point"",""coordinates"":[-80.073618,39.914927]}",Petroleum and Natural Gas Systems,92682.46
Jefferson County Landfill No.1,33.70848,-86.86462,"{""type"":""Point"",""coordinates"":[-86.86462,33.70848]}",Waste,164167.75
Jefferson County Landfill No.2,33.709435,-86.711856,"{""type"":""Point"",""coordinates"":[-86.711856,33.709435]}",Waste,68206
Jewel Acquisition - Louisville Facility,40.83595,-81.2741,"{""type"":""Point"",""coordinates"":[-81.2741,40.83595]}",Metals,36492.112
Jim Bridger,41.7378,-108.7875,"{""type"":""Point"",""coordinates"":[-108.7875,41.7378]}",Power Plants,1.3236955414E7
"Jireh Semiconductor, Inc.",45.547995,-122.931363,"{""type"":""Point"",""coordinates"":[-122.931363,45.547995]}",Other,62093.85488
"John B. Rich Memorial Power Station, Gilberton Power Company",40.79,-76.1984,"{""type"":""Point"",""coordinates"":[-76.1984,40.79]}",Power Plants,891119.214
John E Amos,38.4731,-81.8233,"{""type"":""Point"",""coordinates"":[-81.8233,38.4731]}",Power Plants,1.2959689186E7
John Morrell & Company,43.5634,-96.7188,"{""type"":""Point"",""coordinates"":[-96.7188,43.5634]}","Other,Waste",83307.816
John S. Cooper,37,-84.5917,"{""type"":""Point"",""coordinates"":[-84.5917,37]}",Power Plants,729590.588
John S. Rainey Generating Station,34.3477,-82.776,"{""type"":""Point"",""coordinates"":[-82.776,34.3477]}",Power Plants,2947358.596
John Sevier,36.3767,-82.9639,"{""type"":""Point"",""coordinates"":[-82.9639,36.3767]}",Power Plants,1863191.549
John Twitty,37.1519,-93.3892,"{""type"":""Point"",""coordinates"":[-93.3892,37.1519]}",Power Plants,1892042.034
John W. Turk Power Plant,33.650694,-93.816278,"{""type"":""Point"",""coordinates"":[-93.816278,33.650694]}",Power Plants,2849845.504
Johns Manville,32.38903,-97.39503,"{""type"":""Point"",""coordinates"":[-97.39503,32.38903]}",Minerals,61456.548
Johns Manville,41.52197,-83.72026,"{""type"":""Point"",""coordinates"":[-83.72026,41.52197]}",Minerals,60955.52
Johnson Controls Battery Group Inc. - Florence Recycling Center,34.157461,-79.571356,"{""type"":""Point"",""coordinates"":[-79.571356,34.157461]}",Metals,53656.128
Johnson County Generation Facility,32.3994,-97.4078,"{""type"":""Point"",""coordinates"":[-97.4078,32.3994]}",Power Plants,256410.3
Johnsonville,36.0278,-87.9861,"{""type"":""Point"",""coordinates"":[-87.9861,36.0278]}",Power Plants,2910968.637
Joint Base Charleston - Weapons,32.907727,-80.0525,"{""type"":""Point"",""coordinates"":[-80.0525,32.907727]}",Other,19060.448
Joint Systems Manufacturing Center,40.708654,-84.128767,"{""type"":""Point"",""coordinates"":[-84.128767,40.708654]}",Other,20894.87
Joint Water Pollution Control Plant,33.804361,-118.283932,"{""type"":""Point"",""coordinates"":[-118.283932,33.804361]}",Other,10720.536
Joliet 29,41.4947,-88.125,"{""type"":""Point"",""coordinates"":[-88.125,41.4947]}",Power Plants,5700385.104
Joliet 9,41.4947,-88.125,"{""type"":""Point"",""coordinates"":[-88.125,41.4947]}",Power Plants,1356913.446
Jones Station,33.5239,-101.7392,"{""type"":""Point"",""coordinates"":[-101.7392,33.5239]}",Power Plants,993828.568
Joppa Steam,37.2103,-88.8606,"{""type"":""Point"",""coordinates"":[-88.8606,37.2103]}",Power Plants,5155790.388
Joy Global Longview Operations,32.459707,-94.737374,"{""type"":""Point"",""coordinates"":[-94.737374,32.459707]}",Metals,28701.544
Judsonia Compressor Station,35.332768,-91.691896,"{""type"":""Point"",""coordinates"":[-91.691896,35.332768]}",Petroleum and Natural Gas Systems,13642.648
Jupiter Compressor Station,39.969427,-80.109593,"{""type"":""Point"",""coordinates"":[-80.109593,39.969427]}",Petroleum and Natural Gas Systems,49850.312
Justice Mine U-5013-98,38.016184,-81.745885,"{""type"":""Point"",""coordinates"":[-81.745885,38.016184]}",Other,0
Justin Compressor Station,33.1257,-97.3391,"{""type"":""Point"",""coordinates"":[-97.3391,33.1257]}",Petroleum and Natural Gas Systems,29505.988
K & W LANDFILL,46.786048,-89.12878,"{""type"":""Point"",""coordinates"":[-89.12878,46.786048]}",Waste,59068.35
KAAPA ETHANOL LLC,40.483268,-99.075345,"{""type"":""Point"",""coordinates"":[-99.075345,40.483268]}","Other,Waste",58620.88
KAISER ALUMINUM (0145010093),40.01264,-82.46281,"{""type"":""Point"",""coordinates"":[-82.46281,40.01264]}",Metals,32992.476
KALAELOA COGENERATION PLANT,21.301643,-158.096275,"{""type"":""Point"",""coordinates"":[-158.096275,21.301643]}",Power Plants,952058.51
KAMIN LLC - Wrens,33.2741,-82.4064,"{""type"":""Point"",""coordinates"":[-82.4064,33.2741]}",Other,68408.432
KANEKA North America LLC,29.62096,-95.08836,"{""type"":""Point"",""coordinates"":[-95.08836,29.62096]}",Other,57230.9
KANKAKEE RDF,41.029733,-87.86593,"{""type"":""Point"",""coordinates"":[-87.86593,41.029733]}",Waste,2350.832
KANSAS ETHANOL LLC,38.28959,-98.19522,"{""type"":""Point"",""coordinates"":[-98.19522,38.28959]}","Other,Waste",52649.45
KANSAS STATE UNIV MAIN CAMPUS,39.21552,-96.60747,"{""type"":""Point"",""coordinates"":[-96.60747,39.21552]}",Other,33789.572
KARI COMPRESSOR SITE,32.47455,-97.31504,"{""type"":""Point"",""coordinates"":[-97.31504,32.47455]}",Petroleum and Natural Gas Systems,19693.724
KAUAI ISLAND UTILITY COOPERATIVE - KAPAIA POWER STATION,21.9786,-159.3422,"{""type"":""Point"",""coordinates"":[-159.3422,21.9786]}",Power Plants,120016.542
"KAUAI ISLAND UTILITY COOPERATIVE, PORT ALLEN GENERATING STATION",21.899653,-159.585807,"{""type"":""Point"",""coordinates"":[-159.585807,21.899653]}",Power Plants,122959.412
KCC-Tiller No.1 Deep Mine,37.180421,-81.898908,"{""type"":""Point"",""coordinates"":[-81.898908,37.180421]}",Other,121685.25
KDB Central Treating Facility Plant,28.817025,-97.751857,"{""type"":""Point"",""coordinates"":[-97.751857,28.817025]}",Petroleum and Natural Gas Systems,99894.296
KELCO,32.696772,-117.145403,"{""type"":""Point"",""coordinates"":[-117.145403,32.696772]}",Other,108103.492
KELLER CANYON LANDFILL,38.006584,-121.941018,"{""type"":""Point"",""coordinates"":[-121.941018,38.006584]}",Waste,212920.75
KELLOGG COMPANY,42.317077,-85.148939,"{""type"":""Point"",""coordinates"":[-85.148939,42.317077]}",Other,30777.184
KELLOGG LANCASTER CEREAL PLT,40.0879,-76.3847,"{""type"":""Point"",""coordinates"":[-76.3847,40.0879]}",Other,28509.424
KELLOGG USA INC,41.21967,-96.06252,"{""type"":""Point"",""coordinates"":[-96.06252,41.21967]}",Other,34692.72
"KELLOGG USA,INC.",35.09502,-89.99089,"{""type"":""Point"",""coordinates"":[-89.99089,35.09502]}",Other,28554.292
KELLY RUN SANITATION,40.2475,-79.8863,"{""type"":""Point"",""coordinates"":[-79.8863,40.2475]}",Waste,8037.25
KENT COUNTY DPW SOUTH KENT LANDFILL,42.775556,-85.678889,"{""type"":""Point"",""coordinates"":[-85.678889,42.775556]}",Waste,101928.5
KENT COUNTY WASTE TO ENERGY FACILITY,42.9492,-85.6939,"{""type"":""Point"",""coordinates"":[-85.6939,42.9492]}",Waste,85441.512
KENT STATE UNIVERSITY HEATING PLANT (1667040085),41.13417,-81.34084,"{""type"":""Point"",""coordinates"":[-81.34084,41.13417]}",Other,45749.928
